Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background,Original Media Link,,,,,,,
2022,5,1,,2022,6,16,,1 May-16 June 2022,Armenian opposition protests PM Pashinyan’s plan for NK ,"For more than a month and half, three key opposition parties with parliamentary representation organised daily rallies and blocked one of Yerevan’s main squares to protest the Prime Minister Pashinyan’s willingness to soften Armenian positions on the Nagorno-Karabakh conflict in talks with Azerbaijan.",https://www.crisisgroup.org/sites/default/files/2022-10/NKVE_Armenian%20protests_June%202022.jpg,Facebook,,https://www.crisisgroup.org/sites/default/files/2022-10/NKVE_Armenian%20protests_June%202022.jpg,,,#003e51,,,,,,,,
2022,6,20,,,,,,20 June 2022,U.S. insists on relevance of OSCE Minsk Group,"At the end of a trip to the region, U.S. Assistant Secretary of State for European and Eurasian Affairs Karen Donfried spoke about the OSCE Minsk Group’s continued relevance and highlighted the U.S.’s readiness to cooperate with Russia on the Nagorno-Karabakh issue. ",,,,,,,#003e51,,,,,,,,
2022,7,1,,,,,,1 July 2022,Armenia and Turkey reach first agreements,"Following six months of contacts between their special representatives, Turkey and Armenia agreed to open their border for third-country citizens and their skies for air cargo. Officials from both the two countries are set to discuss technical details. ",,,,,,,#003e51,,,,,,,,
2022,7,16,,,,,,16 July 2022,First bilateral meeting of FMs in Tbilisi,"The Armenian and Azerbaijani foreign ministers met in the Georgian capital to discuss the normalisation process, marking the countries’ first official meeting without foreign mediation.  ",https://www.crisisgroup.org/sites/default/files/2022-10/NKVE_Arm%20Az%20FMs%20in%20Tbilisi_July%202022.jpg,RFERL,,https://www.crisisgroup.org/sites/default/files/2022-10/NKVE_Arm%20Az%20FMs%20in%20Tbilisi_July%202022.jpg,,,#003e51,,,,,,,,
2022,8,3,,2022,8,4,,3-4 August 2022,Baku launches military operation in NK,"Azerbaijan reported its troops had taken over important locations in mountainous areas in the Lachin region and Nagorno-Karabakh’s north, in military operations and drone strikes that reportedly killed at least one Azerbaijani and two Armenian soldiers.",,,,,,,#003e51,,,,,,,,
2022,8,25,,,,,,25 August 2022,Azerbaijan regains control of Lachin,"Azerbaijan’s defence ministry released footage of its troops entering Lachin town and settlements nearby. With the only road connecting Nagorno-Karabakh to Armenia running through the Lachin region, Azerbaijan has stated ethnic Armenian residents must start using a new road around the area to maintain contact with Armenia.",,,,,,,#003e51,,,,,,,,
2022,8,31,,,,,,31 August 2022,Brussels meeting produces no results,"Armenian and Azerbaijani leaders met for a fourth time in Brussels. Despite prior hopes, however, it concluded with no agreements.",,,,,,,#003e51,,,,,,,,
2022,9,13,,2022,9,14,,13-14 September 2022,Deadliest escalation since 2020 war,A fragile truce halted two days of fighting between Azerbaijan and Armenia that left hundreds of soldiers dead along around a 200km segment of the countries’ shared border. ,https://www.crisisgroup.org/sites/default/files/2022-09/NK%20VE_Sept%202022_ArmAz%20escalation.jpg,AFP,,https://www.crisisgroup.org/sites/default/files/2022-09/NK%20VE_Sept%202022_ArmAz%20escalation.jpg,,,#003e51,,,,,,,,
2022,10,20,,,,,,20 October 2022,EU deploys temporary mission to Armenia,"Following the early October European Union (EU)/French-mediated meeting of Armenian and Azerbaijani leaders in Prague, the EU sent around 40 civilian observers to Armenia to monitor the situation at the border areas where fighting broke out with Azerbaijan in September. The mission is due to stay in the region till the end of the year.  ",,,,,,,#003e51,,,,,,,,
2022,12,12,,,,,,12 December 2022 - ongoing,Blocked road to NK,"A group of Azerbaijani pro-government activists have blocked the only road that connects Nagorno-Karabakh to Armenia, causing shortages of food and medication in the landlocked region. The blockade has continued despite the European Union, the U.S. and other countries’ calls on Baku to lift it.",https://www.crisisgroup.org/sites/default/files/2023-01/NK%20VE_Jan%202023.png,Twitter,,https://www.crisisgroup.org/sites/default/files/2023-01/NK%20VE_Jan%202023.png,,,#003e51,,,,,,,,
2023,2,11,,,,,,11 February 2023,Armenia sends aid to Türkiye,"For the first time in almost 30 years, Ankara briefly opened one of its border crossings with Armenia to let in humanitarian aid in support of those affected  by the twin earthquakes in southern Türkiye. ",,,,,,,#003e51,,,,,,,,
2023,2,20,,,,,,20 February 2023,New EU mission patrols Armenian borders,A first group of unarmed European Union observers arrived in Armenia for the launch of the EU’s civilian mission there. Around 100 EU personnel are set to patrol all of Armenia’s borders with Azerbaijan for the next two years.,https://www.crisisgroup.org/sites/default/files/2023-02/EUMA_Twitter_Feb%202023.jpg ,Twitter,,https://www.crisisgroup.org/sites/default/files/2023-02/EUMA_Twitter_Feb%202023.jpg ,,,#003e51,,,,,,,,
2023,3,1,,,,,,1 March 2023,Baku and Stepanakert resume direct contacts,Representatives of the Azerbaijani government and the de facto Nagorno-Karabakh leadership met at the headquarters of the Russian peacekeepers in the conflict region.,,,,,,,#003e51,,,,,,,,
2023,4,23,,,,,,23 April 2023,Azerbaijan sets up checkpoint on Lachin road,"Azerbaijani troops and construction workers started building a new checkpoint at the entrance to the Lachin corridor, which had so far been under Russian peacekeepers’ control, in accordance with the 2020 ceasefire agreement. ",https://icg-prod.s3.amazonaws.com/s3fs-public/2023-04/NK%20VE_April%20update_Lachin%20checkpoint_0.jpg,Armenian service RFERL,,https://icg-prod.s3.amazonaws.com/s3fs-public/2023-04/NK%20VE_April%20update_Lachin%20checkpoint_0.jpg,,,#003e51,,,,,,,,
2023,5,1,,,,,,Since May 1 2023,Armenia and Azerbaijan engage in peace talks,"In May and June, both sides’ leaders and their representatives regularly convened in various capitals worldwide to discuss different aspects of a peace treaty aiming to launch official diplomatic relations between the two countries.",,,,,,,#003e51,,,,,,,,
2023,6,15,,,,,,15 June 2023,Baku stops aid delivery via Lachin road,"After an incident at the checkpoint established by Azerbaijan on the Lachin road, Baku halted the delivery of food and other aid by Russian peacekeepers into Nagorno-Karabakh. ",,,,,,,#003e51,,,,,,,,
2023,7,,,,,,,29 July 2023,Azerbaijan detains an NK resident for “war crimes” ,"Azerbaijani border guards detained 68-year-old Vagif Khachatryan as he attempted to cross the checkpoint at the Lachin road. He was one of several patients from Nagorno-Karabakh who were being escorted to Armenia by the International Committee of the Red Cross to receive medical care. It is the first instance of Baku detaining an ethnic Armenian at the checkpoint for alleged crimes dating back to the early 1990s.
",,,,,,,#003e51,,,,,,,,
2023,8,7,,,,,,7 August 2023,U.S. fails to arrange Baku-Stepanakert talks ,"Nagorno-Karabakh's de facto leadership said the U.S.-prepared meeting was planned to take place in Eastern Europe in early August. Baku's refusal followed Russia's presentation of new governance proposals during the Armenian and Azerbaijani foreign ministers' meeting on 25 July. Azerbaijan has persistently invited de facto officials for direct talks in one of its towns.
",,,,,,,#003e51,,,,,,,,
2023,9,9,,,,,,9 September 2023,NK elects new leader,"The de facto parliament elected Samvel Shahramanyan, former de facto state minister, as new leader of Nagorno-Karabakh. The decision follows the resignation of his predecessor, Arayik Harutyunyan, who was facing increasing criticism due to the growing humanitarian crisis caused by the blockade of the enclave.
",https://icg-prod.s3.amazonaws.com/s3fs-public/2023-09/2023%20Sept%20NK%20VE%20NK%20new%20president_0.jpg,Armenpress,,https://icg-prod.s3.amazonaws.com/s3fs-public/2023-09/2023%20Sept%20NK%20VE%20NK%20new%20president_0.jpg,,,#003e51,,,,,,,,
